id,name,owner,capacity,fuel,year
781,SWM Wind Havelland GmbH & Co. KG,Stadtwerke München GmbH    HEAG Südhessische Energie AG (HSE),171.0,Wind,2009
782,Saalhaupt Solar Power Plant,,2.6,Solar,
783,Sachsenham Solar Power Plant,,1.2,Solar,
784,Saerbeck Solar Power Plant,,5.7,Solar,
785,Salching Solar Power Plant,,1.3,Solar,
786,Salmdorf Solar Power Plant,,1.0,Solar,
787,Sangerhausen Solar Power Plant,,1.0,Solar,
788,Sankt Wendel Solar Power Plant,,3.3,Solar,
789,Schelklingen Solar Power Plant,,4.9,Solar,
790,Scheuring,E.ON Kraftwerke GmbH,12.2,Hydro,1980
791,Schierling Solar Power Plant,,2.4,Solar,
792,Schipkau Solar Power Plant,,2.2,Solar,
793,Schkopau power station,E.ON,900.0,Coal,1996
794,Schleiz Solar Power Plant,,11.2,Solar,
795,Schmidtheim Solar Power Plant,,3.1,Solar,
796,Schneebergerhof Solar Power Plant,,1.1,Solar,
797,Scholven power station,E.On Kraftwerke GmbH,690.0,Coal,1973
798,Schwabstadl,E.ON Kraftwerke GmbH,12.0,Hydro,1981
799,Schwabstadl Solar Power Plant,,10.0,Solar,
800,Schwammenauel,RWE Innogy GmbH,14.0,Hydro,1938
801,Schwarze Pumpe power station,Vattenfall Europe AG,1500.0,Coal,1998
802,Schwarzheide Solar Power Plant,,12.73116,Solar,
803,Schwege Solar Power Plant,,8.2,Solar,
804,Schweizer Berg Solar Power Plant,,3.8,Solar,
805,Schärding-Neuhaus,Innwerk AG,48.0,Hydro,1963
806,Sch�newalde Solar Power Plant,,3.7,Solar,
807,Seitendorf Solar Power Plant,,1.8,Solar,
808,Senftenberg Solar Power Plant,,18.0,Solar,
809,Sengkofen Solar Power Plant,,2.0,Solar,
810,Serrig,RWE Innogy GmbH,12.1,Hydro,1985
811,Sietzsch Solar Power Plant,,10.0,Solar,
812,Sigmundshall,K+S AG,19.0,Gas,1974
813,Sinzheim Solar Power Plant,,1.4,Solar,
814,Solar Schipkau II GmbH & Co. KG,,81.0,Solar,
815,Solarpark Amsdorf,,28344,Solar,
816,Solarpark Baasdorf,,12.70439,Solar,
817,Solarpark Baumgarten,,11.30404,Solar,
818,Solarpark Burg,,20.0044,Solar,
819,Solarpark Calau,,10.0515,Solar,
820,Solarpark Elmenhorst,,25.0,Solar,
821,Solarpark Finsterwalde,,20.3862,Solar,
822,Solarpark Marienflie�,,25.55914,Solar,
823,Solarpark Nei�e-Malxetal,,22.12467,Solar,
824,Solarpark Stedten,,28.34412,Solar,
825,Solarpark Turnow,,34.8,Solar,
826,Solarpark Wittstock,,68.0,Solar,
827,Solms Solar Power Plant,,2.9,Solar,
828,Sontra Solar Power Plant,,1.1,Solar,
829,Spangdahlem Solar Power Plant,,2.1,Solar,
830,Spitzenlastanlage Barmen,WSW Energie & Wasser AG,60.0,Oil,2008
831,Spitzenlastkraftwerk Großkayna,envia THERM GmbH,120.0,Oil,1994
832,Spitzenlastkraftwerk Sermuth,envia THERM GmbH,17.0,Oil,1995
833,Spitzenlastkraftwerk Wolfen,envia THERM GmbH,40.0,Gas,1997
834,Sprotta Solar Power Plant,,2.6,Solar,
835,Staig Solar Power Plant,,4.5,Solar,
836,Stammham,VERBUND-Innkraftwerke GmbH,23.2,Hydro,1955
837,Staudinger power station,E.On Kraftwerke GmbH,1132.0,Coal,1992
838,Sta�furt 1 Solar Power Plant,,5.0,Solar,
839,Sta�furt 2 Solar Power Plant,,2.5,Solar,
840,Stefanskirchen Solar Power Plant,,1.2,Solar,
841,Steinbeis Energie,Steinbeis Energie GmbH,17.0,Waste,2010
842,Steinitz,GDF SUEZ E&P DEUTSCHLAND GMBH,11.4,Gas,1995
843,Stockstadt am Main Solar Power Plant,,2.5,Solar,
844,Stora Enso Maxau,Stora Enso Maxau GmbH,78.0,Biomass,2010
845,Straubing,Rhein-Main-Donau AG,21.5,Hydro,1994
846,Stra�kirchen Solar Power Plant,,54.0,Solar,
847,Stutensee Solar Power Plant,,1.2,Solar,
848,Stuttgart-Muenster,EnBW Energie Baden-Württemberg AG,159.9,Coal,1983
849,Suxdorf Solar Power Plant,,2.5,Solar,
850,Säckingen,Schluchseewerk Aktiengesellschaft,360.0,Hydro,1966
851,Süd DT1,SWM Services GmbH,79.7,Gas,1980
852,Süd DT60,SWM Services GmbH,127.6,Gas,2004
853,Süd GT 61,SWM Services GmbH,444.6,Gas,2004
854,TREA Breisgau,EEW Energy from Waste Saarbrücken GmbH,13.6,Waste,2005
855,TREA Leuna,MVV Energie AG,32.6,Waste,
856,TRV Buschhaus,EEW Energy from Waste Helmstedt GmbH,37.5,Waste,1998
857,Tannheim,EnBW Energie Baden-Württemberg AG,12.3,Hydro,1923
858,Tapfheim Solar Power Plant,,1.3,Solar,
859,Taucha Solar Power Plant,,5.3,Solar,
860,Templin Solar Power Plant,,128.4,Solar,
861,Teufelsbruck,VERBUND-Innkraftwerke GmbH,25.0,Hydro,1938
862,Teutschenthal Solar Power Plant,,7.1,Solar,
863,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,15.7,Waste,2004
864,Thierhaupten Solar Power Plant,,5.0,Solar,
865,Thundorf Solar Power Plant,,2.1,Solar,
866,Thyrow,Vattenfall Europe Generation AG,296.0,Gas,
867,Tiefstack power station,Vattenfall Europe AG,194.0,Coal,1993
868,Torgau Solar Power Plant,,8.9,Solar,
869,Treia Solar Power Plant,,2.4,Solar,
870,Trianel Kohlekraftwerk Lünen,Trianel Kohlekraftwerk Lünen GmbH & Co. KG,746.0,Coal,2013
871,Trianel Natural Gaskraftwerk,Trianel Natural Gaskraftwerk Hamm GmbH & Co. KG,838.0,Gas,2008
872,Trianel Windpark Borkum,Trianel Windkraftwerk Borkum GmbH & Co. KG,200.0,Wind,2015
873,Trier,RWE Innogy GmbH,18.8,Hydro,1961
874,Troisdorf Oberlar Solar Power Plant,,3.5,Solar,
875,Turbosatz 1,Zweckverband Abfallwirtschaft Raum Würzburg,22.7,Waste,
876,Tutow Solarpark 1 FF,,6.8,Solar,
877,Tutow Solarpark 2 FF Infrastruktur,,25.5,Solar,
878,Tutow Solarpark 5,,19.3,Solar,
879,Töging,VERBUND-Innkraftwerke GmbH,85.3,Hydro,1924
880,T�pchin - Enerparc Solar Power Plant,,4.2,Solar,
881,UPM Augsburg,UPM GmbH,29.0,Gas,1966
882,UPM Schongau,UPM GmbH,10.5,Hydro,1959
883,UPM Schwedt,UPM GmbH Werk Schwedt,13.3,Biomass,2009
884,UTB,Pfleiderer Baruth GmbH,16.0,Biomass,2002
885,UW Bertikow,ENERTRAG Aktiengesellschaft,340.0,Wind,2003
886,Ulm-Eggingen Solar Power Plant,,6.5,Solar,
887,Unterbergen,E.ON Kraftwerke GmbH,12.4,Hydro,1983
888,Unterbreizbach,K+S AG,33.6,Gas,1965
889,Unterliezheim Solar Power Plant,,1.5,Solar,
890,Unteropfingen,EnBW Energie Baden-Württemberg AG,14.2,Hydro,1991
891,Untersteinach Solar Power Plant,,10.0,Solar,
892,Uphusum Solar Power Plant,,3.8,Solar,
893,Uppenborn 1,Stadtwerke München GmbH,25.0,Hydro,1930
894,Uppenborn 2,Stadtwerke München GmbH,18.0,Hydro,1951
895,Urspring,E.ON Kraftwerke GmbH,10.1,Hydro,1966
896,Viernau Solar Power Plant,,1.6,Solar,
897,Vilseck Solar Power Plant,,10.0,Solar,
898,Vilshofen an der Donau Solar Power Plant,,2.0,Solar,
899,Vi�l Solar Power Plant,,4.0,Solar,
900,Vockerode Solar Power Plant,,9.6,Solar,
901,Vogtsburg Solar Power Plant,,7.8,Solar,
902,Vohburg,Donau-Wasserkraft AG,23.3,Hydro,1992
903,Voigstedt Solar Power Plant,,3.7,Solar,
904,WKW,Rheinkraftwerk Albbruck- Dogern AG,24.0,Hydro,2009
905,Wachtberg power station,Rwe Power Ag,118.0,Coal,1959
906,Waehlitz power station,Mitteldeut Braunkohl (Mibrag),31.0,Coal,1994
907,Walbeck Solar Power Plant,,2.5,Solar,
908,Walchensee,E.ON Kraftwerke GmbH,124.0,Hydro,1924
909,Waldalgesheim Solar Power Plant,,2.5,Solar,
910,Waldbrunn Solar Power Plant,,4.6,Solar,
911,Waldeck 2,E.ON Kraftwerke GmbH,480.0,Hydro,1974
912,Waldeck1/Bringhausen,E.ON Kraftwerke GmbH,143.0,Hydro,1931
913,Waldpolenz Solar Power Plant,,45.0,Solar,
914,Waldrehna Solar Power Plant,,52.7,Solar,
915,Walheim power station,EnBW,267.0,Coal,1966
916,Wallhausen Solar Power Plant,,5.4,Solar,
917,Wange Solar Power Plant,,5.2,Solar,
918,Wasserburg,VERBUND-Innkraftwerke GmbH,24.1,Hydro,1938
919,Waste Incinerator #1,AVEA Entsorgungsbetriebe GmbH & Co. KG,11.6,Waste,2011
920,Wedel,Vattenfall Europe Generation AG,101.0,Oil,1972
921,Wedel power station,Vattenfall Europe AG,260.0,Coal,1961
922,Weeze Solar Power Plant,,14.0,Solar,
923,Wehr,Schluchseewerk Aktiengesellschaft,910.0,Hydro,1975
924,Weiher,STEAG Power Saar GmbH,655.6,Coal,1976
925,Weil Solar Power Plant,,1.4,Solar,
926,Weimar - Hydrema Solar Power Plant,,1.0,Solar,
927,Weisweiler power station,RWE Power AG,1800.0,Coal,1968
928,Welzow II Flughafen,,18.6,Solar,
929,Wendefurth,Vattenfall Europe Generation AG,79.7,Hydro,
930,Werdau Solar Power Plant,,1.7,Solar,
931,Werkskraftwerk Sappi Alfeld 1,Sappi Alfeld GmbH,16.8,Biomass,1988
932,Werkskraftwerk Sappi Alfeld 2,Sappi Alfeld GmbH,20.0,Gas,1947
933,Werkskraftwerk Sappi Ehingen,Sappi Ehingen GmbH,21.2,Biomass,
934,Werneuchen - Enerparc Solar Power Plant,,18.8,Solar,
935,Werneuchen - S&Z Solar Power Plant,,2.2,Solar,
936,Weserkraftwerk Bremen,swb Erzeugung GmbH & Co. KG,9.9,Hydro,2012
937,Westerwiehe 1 Solar Power Plant,,2.0,Solar,
938,Westerwiehe 2 Solar Power Plant,,1.0,Solar,
939,Westfalen,Kraftwerksgesellschaft Steinkohlendoppelblock Westfalen GmbH & Co. KG (GEKKO),1049.0,Coal,2014
940,Westheim Solar Power Plant,,2.9,Solar,
941,Wetschhauser Hof Solar Power Plant,,4.1,Solar,
942,Wi-Biebrich,InfraServ GmbH & Co. Wiesbaden KG,31.7,Biomass,
943,Wiesenena Solar Power Plant,,5.2,Solar,
944,Wilhelmshaven (Oil),E.ON Kraftwerke GmbH,56.0,Oil,1973
945,Wilhelmshaven power station,E.On Kraftwerke GmbH,757.0,Coal,1976
946,Wilmersdorf,Vattenfall Europe Wärme AG,828.0,Oil,1977
947,Windpark Arneburg 2,SachsenFonds GmbH & Co. Windpark I KG,31.5,Wind,2001
948,Windpark Arneburg 2,SachsenFonds GmbH & Co. Windpark I KG,117.0,Wind,2001
949,Windpark Dahme,Windpark Dahme GmbH & Co. KG,76.5,Wind,2005
950,Windpark Druxberge,Umspannwerke Druxberge GmbH & Co. KG   c/o Windstrom GmbH,116.7,Wind,2003
951,Windpark Fehmarn,Fehmarn Netz GmbH & Co. OHG,143.0,Wind,2006
952,Windpark Hakenstedt,Umspannwerke Druxberge GmbH & Co. KG   c/o Windstrom GmbH,82.7,Wind,1999
953,Windpark Hüselitz,,92.4,Wind,2015
954,Windpark Klettwitz,,89.1,Wind,2015
955,Windpark Reußenköge,UW Reußenköge GmbH,189312,Wind,2013
956,Windpark Riffgat,Offshore-Windpark RIFFGAT GmbH & Co. KG/EWE ERNEUERBARE ENERGIEN GmbH,113.4,Wind,2014
957,Windparks Biere und Borne,UWB Umspannwerk Betriebsgesellschaft Biere mbH    UWB Umspannwerk Betriebsgesellschaft Borne mbH,94.5,Wind,1999
958,Wintershall,K+S AG,109.5,Gas,1967
959,Wintrich,RWE Innogy GmbH,20.0,Hydro,1965
960,Wismar Solar Power Plant,,8.6,Solar,
961,Wisselsing Solar Power Plant,,6.2,Solar,
962,Wittenberge Solar Power Plant,,3.9,Solar,
963,Witznau,Schluchseewerk Aktiengesellschaft,220.0,Hydro,1943
964,Woldegk Solar Power Plant,,9.0,Solar,
965,Wulfen Solar Power Plant,,2.7,Solar,
966,Wuppertal-Elberfeld power station,WSW Wuppertaler Stadtwerke AG,85.0,Coal,1989
967,Wustermark Solar Power Plant,,3.0,Solar,
968,W�lfersheim Solar Power Plant,,5.3,Solar,
969,W�nsdorf Solar Power Plant,,7.8,Solar,
970,W�rrstadt Solar Power Plant,,5.6,Solar,
971,X-Kraftwerk,Currenta GmbH & Co. OHG,27.0,Gas,1981
972,ZWSF,EEW Energy from Waste Premnitz GmbH,2.5,Waste,2002
973,Zachow Solar Power Plant,,5.5,Solar,
974,Zahna Solar Power Plant,,3.3,Solar,
975,Zellstoff Stendal GmbH,Zellstoff Stendal GmbH,138.9,Biomass,
976,Zeltingen,RWE Innogy GmbH,13.6,Hydro,1964
977,Zerbst Solar Power Plant,,12.0,Solar,
978,Zielitz,K+S AG,52.0,Gas,1996
979,Zolling power station,GDF SUEZ Energie Deutschland AG,528.0,Biomass,1986
980,Zweimen Solar Power Plant,,4.0,Solar,
981,Zwochau Solar Power Plant,,3.8,Solar,
