id,name,owner,capacity,fuel
850,Francis Court,Martifer Solar (Voltalia),4.224,Solar
851,Freasdail Wind Farm,The Renewables Infrastructure Group (TRIG),22.5,Wind
852,French Farm,REG Windpower (previously Cornwall Light and Power),4.025,Wind
853,Frodsham Wind Farm Ltd,Peel Energy,50.4,Wind
854,Frog's Loke Solar Farm,Frogs Loke Solar,5.0,Solar
855,Frying Down Copse Solar Farm,,5.0,Solar
856,Fullabrook Down Wind Farm,Devon Wind Power Ltd,66.0,Wind
857,Fullenton Solar Farm,Tealing Solar Parks,4.2,Solar
858,Furness Wind Farm/High Winds (Harlock Repowering),Baywind Co-op & Energy4All & Belltown Power,11.5,Wind
859,G24 Innovations Turbine,,2.3,Wind
860,GDL Wymeswold Solar Farm/land off the A6006,Green Switch Solutions,6.1,Solar
861,Gairnieston Farm,,2.3,Wind
862,Galawhistle,Ventient (formerly Infinis),66.0,Wind
863,Gallowhill,Colin Risbridger,1.8,Wind
864,Gallymoor Landfill,FCC Environment,2.9,Waste
865,Galsworthy,Ecotricity,9.2,Wind
866,Galton Manor Solar Park,British Solar Renewables,5.0,Solar
867,Garbhaig Hydro Scheme,Garbhaig Hydro Power Co Ltd,2.0,Hydro
868,Garlaff Landfill,Barr Environmental / CLP,1.3,Waste
869,Garlaff Landfill (Extension),Garlaff Energy Ltd,3.0,Waste
870,Garlenick,Airvolution Energy,4.0,Wind
871,Garn Solar Farm,Equitix,7.4,Solar
872,Garreg Lwyd,Renewables Infrastructure Group (TRIG),34.0,Wind
873,Garrogie,RWE npower,2.4,Hydro
874,Garves Mountain Farm,Gravis Capital Management,15.0,Wind
875,Garvinack Farm Solar Park,Lumicity,7.0,Solar
876,Gaultney Solar Park,United Photovoltaics,20.5,Solar
877,Gaur,Scottish and Southern Energy (SSE),7.9,Hydro
878,Gawcott Fields Farm,Harper Solar Ltd,9.2,Solar
879,Gawnsmoss Cluster,Farm Energy Consulting,2.4,Wind
880,Gayton Le Marsh Wind Farm,Energiekontor UK,16.4,Wind
881,Gedling,Anesco,5.7408,Solar
882,Gedney Marsh,Wind Prospect,12.0,Wind
883,Gelli Gron,Lightsource Renewable Energy,3.596985,Solar
884,Gelliargwellt Uchaf Farm AD,Bryn Group,1.4,Biomass
885,Gib Lane (Aston Clinton solar park),CEE,24.2,Solar
886,Gib Lane Solar farm (Extension),Haymaker Energy,5.0,Solar
887,Gilford Road,Kingspan Energy,1.3,Solar
888,Glanford,EPR Glanford Ltd,14.0,Biomass
889,Glanford Brigg,,150.0,Gas
890,Glapwell,Yorkshire Environmental Solutions / Waste Recycling Group,1.2,Waste
891,Glapwell Power,NOVERA,2.0,Waste
892,Glasgow Renewable Energy and Recycling Centre (Waste AD),Viridor,5.0,Biomass
893,Glass Moor,Fenland Windfarms Ltd,16.0,Wind
894,Glass Moor 2,EDF/China General Nuclear Power Corporation,12.0,Wind
895,GlaxoSmithKline (Waste AD),GlaxoSmithKline,1.0,Biomass
896,GlaxoSmithKline Wind Project,Glaxosmithkline Fao Mr David Bolton,7.5,Wind
897,GlaxoSmithKline Wind Project (Turbine 4),GlaxoSmithKline,2.5,Wind
898,Glebe Farm Solar Energy Park,Vento Ludens Ltd,15.0,Solar
899,Glen App,Scottish Power Renewables,22.0,Wind
900,Glen Fyne 'Merk' Hydro,Ventient (formerly Infinis),1.0,Hydro
901,Glenbuck,Energia Renewables,9.2,Wind
902,Glenbuck II,Energia,6.9,Wind
903,Glenchamber,Renewable Energy Systems (RES),27.5,Wind
904,Glenconway,Airtricity,18.4,Wind
905,Glenconway 2 (formerly Altahullion Phase III),Scottish and Southern Energy (SSE),27.6,Wind
906,Glendoe,Scottish and Southern Energy (SSE),100.0,Hydro
907,Glenkerie,Novera Energy,22.0,Wind
908,Glenlee,Scottish Power: Hydro schemes - Galloway,24.0,Hydro
909,Glenmoriston,Scottish and Southern: Hydro Schemes - Great Glen,37.0,Hydro
910,Glens of Foudland,Green Investment Bank  (Blackrock),26.0,Wind
911,Glenurquhart and Strathglass Wind Farm project,Corrimony Energy Ltd & Soirbheas,10.0,Wind
912,Goathill Quarry Turbine,Collier Quarrying Group,2.0,Wind
913,Godley Water Treatment Works,United Utilities,3.0,Solar
914,Godmanchester,Natural Power / SITA UK,3.0,Waste
915,Golden Hill,John Laing Environmental Assets (formerly Camborne Capital & Lightsource / Hive energy),6.2,Solar
916,Goldenhaye Field Solar Farm,Cricket St Thomas Estate,2.0,Solar
917,Goldthorpe,Aldi,1.5,Solar
918,Goole Fields,RWE npower,33.0,Wind
919,Goole Fields 2,RWE Npower Renewables,34.85,Wind
920,Goonabarn Farm Wind Turbines,George Richards Farms Partnership,1.0,Wind
921,Goonhilly Downs Wind Farm,REG Windpower (previously  Cornwall Light & Power),12.09,Wind
922,Goonhilly Solar,Wardell Armstrong International Ltd,4.51,Solar
923,Goose Willow Farm,IKAROS SOLAR LIMITED,11.5,Solar
924,Goose Willow Farm - extension,Ikaros Solar Limited,7.0,Solar
925,Goosey Lodge Industrial Estate,Ancillary Components,16.0,Biomass
926,Gordonbush,Scottish and Southern Energy (SSE),70.0,Wind
927,Gordonstown,Ventient (formerly Infinis),12.5,Wind
928,Gore Cross - AD,Wight Farm Energy,2.2,Biomass
929,Gortfinbar,Energia Renewables,15.0,Wind
930,Gosfield Airfield,Push Energy,12.6,Solar
931,Gover Farm Solar Park,Green Energy UK Direct Ltd,8.0,Solar
932,Gowy Landfill Site,Waste Recycling Group,1.6,Waste
933,Gowy Landfill Site  Cheshire (Extension),Waste Recycling Group,6.0,Waste
934,Grain CHP,Uniper UK Limited,1404.0,Cogeneration
935,Grain GT,Uniper UK Limited,56.0,Gas
936,Grain Harvesters Ltd,Grain Harvesters Ltd,1.0,Solar
937,Grange,RES UK & Ireland Limited,14.0,Wind
938,Grange Farm,Vogt Solar,5.80219,Solar
939,Grange Farm,INRG Solar,6.0,Solar
940,Grange Farm (Avon),Solar Power South,21.0,Solar
941,Grange Farm (Lincolnshire),Green Switch Solutions,12.7,Solar
942,Grange Farm Solar Farm,Anesco,4.9,Solar
943,Grange Resubmission,Octopus Investements/Blue Energy,12.3,Wind
944,Grange Solar Farm,Lark Energy,4.6,Solar
945,Granox Biogas Plant,ReFood UK,5.0,Biomass
946,Grantham Solar Park,British Solar Renewables,4.87872,Solar
947,Granville Ecopark,Granville Ecopark,3.0,Biomass
948,Granville Landfill Site,Biogas Technology Ltd/Natural Power,1.4,Waste
949,Granville Road Solar Farm,Solstice Renewables,5.0,Solar
950,Gravel Pit Farm (Resubmission),JFS Gravel Pit Farm Biogas,1.0,Biomass
951,Gravel Works  Wasing Estate,NESF (formerly INRG Solar),5.0,Solar
952,Great Blakenham EfW,SITA UK,20.0,Waste
953,Great Eppleton (ex NFFO),Border Windfarm Limited / AMEC,4.1,Wind
954,Great Eppleton RO,E.ON UK,4.1,Wind
955,Great Hele Farm AD farm waste,Greener for Life Energy,1.3,Biomass
956,Great Knowles,The Green Company,2.915,Solar
957,Great Orton,Great Orton Wind Farms (II) Ltd,3.96,Wind
958,Great Orton,Cumbria Wind Farms,4.0,Wind
959,Great Seabrook Farm,Conergy,5.0,Solar
960,Great Wilbraham Solar Farm,Inazin Energy Limited / Low Carbon,38.1,Solar
961,Great Yarmouth,RWE Npower Plc,420.0,Gas
962,Greater Gabbard,Airtricity / Fluor Ltd,504.0,Wind
963,Greatmoor EfW,FCC Environment,22.0,Waste
964,Greaves Solar Farm,New Energy for the World,5.0,Solar
965,Green Croft Solar Farm,Anesco,5.0,Solar
966,Green Farm (resubmission),Hive Energy,5.0,Solar
967,Green Knowes,CRE Energy/ Scottish Power,27.0,Wind
968,Green Rigg,EDF/China General Nuclear Power Corporation,36.0,Wind
969,Green Waste Composting Facility (Waste AD),Barfoot Energy Projects Ltd,1.2,Biomass
970,Green's Lodge Farm,A C Shropshire,2.0,Biomass
971,GreenPark,Ecotricity / Prudential,2.0,Wind
972,Greencroft Estate Turbines,Lanchester Properties Ltd.,4.0,Wind
973,Greendykeside,A7 Energy,4.0,Wind
974,Greengairs Landfill Scheme Phase I,Waste Recycling Group,1.9,Waste
975,Greengairs Landfill Scheme Phase II,Waste Recycling Group,1.9,Waste
976,Greengairs Landfill Scheme Phase III,Waste Recycling Group,2.0,Waste
977,Greengairs Landfill Scheme Phase IV,Waste Recycling Group,2.0,Waste
978,Greengairs Landfill Scheme Phase V,Waste Recycling Group,2.2,Waste
979,Greengairs Landfill Scheme Phase VI,Waste Recycling Group,2.2,Waste
980,Greenhill Croft,Green Cat Renewables,4.6,Wind
981,Greenoakhill,Graveson Energy Management,3.9,Waste
982,Greenvale AP Wind Turbine - resubmission,Greenvale AP,1.5,Wind
983,Gremista Wind Farm,Shetland Aerogenerators,3.0,Wind
984,Griffin,Greenpower (Griffin) Ltd,188.6,Wind
985,Grove Farm (solar),juwi Renewable Energies,3.5,Solar
986,Grove Solar Park (Phase 1),Solar Century,5.0,Solar
987,Grove Solar Park (Phase 2),Solar Century,11.0,Solar
988,Grudie,RWE Npower Renewables,2.0,Hydro
989,Gruig,B9 Energy / RES,25.0,Wind
990,Gunfleet Sands 1,Orsted (formerly Dong Energy),108.0,Wind
991,Gunfleet Sands 2,Orsted (formerly Dong Energy),65.0,Wind
992,Gunfleet Sands 3,Orsted (formerly Dong Energy),12.0,Wind
993,Gwynt y Mor,RWE,576.0,Wind
994,Gypsom Solar Farm,BE Renewables,5.0,Solar
995,HENDRA HOLIDAY PARK SOLAR FARM,Hendra Holiday Park,1.2,Solar
996,Haddo,,4.6,Wind
997,Hadley Farm,Lightsource Renewable Energy,4.99698,Solar
998,Hadley Farm (Orta Membury Solar Farm),Foresight Solar,17.0,Solar
999,Hadlow Solar Park,Hadlow Solar Park,18.92176,Solar
1000,Hadyard Hill,Scottish and Southern Energy (SSE),119.6,Wind
1001,Hafod-Y-Dafal Farm,KS SPV53 Ltd,14.0,Solar
1002,Hafoty Ucha '2' and '3' Wind Turbine,Mr. Smallwood,2.6,Wind
1003,Hagshaw Hill (S15) Wind Farm  Lanarkshire,Trigen,7.8,Wind
1004,Hagshaw Hill 1,Trigen,15.6,Wind
1005,Hagshaw Hill 2,Scottish Power Renewables,26.0,Wind
1006,Haigh Hall Solar Farm (Resubmission),Athos Solar,5.0,Solar
1007,Hale Farm Solar,Hale Solar Limited,12.23156,Solar
1008,Halifax Farm,Wentworth and Harper,1.6,Wind
1009,Hall Farm,United Photovoltaics,5.1,Solar
1010,Hall Farm  East Beckham,TGC Renewables,10.2,Solar
1011,Hall Farm Routh,John Laing Environmental Assets Group/REG Power Management,24.6,Wind
1012,Hall Farm Solar Farm (Newbold Verdon),Push Energy Ltd  PEW Milner  HA Milner & PE Milner/ NESF,5.0,Solar
1013,Halse Farm,AEE Renewables UK 18 Ltd,8.2,Solar
1014,Halstead Renewable Power Project (Waste AD),Tamar Energy,2.0,Biomass
1015,Hameldon Hill Extension,Mr Stephen Milburn  RWE NPower Renewables Mr Stephen MilburnRWE NPower Renewables Mr Stephen MilburnRWE NPower Renewables,6.0,Wind
1016,Hammar's Hill,Hammers Hill Energy Ltd,4.3,Wind
1017,Hammerfest (EMEC),Hamerfest Strom/SPR,1.0,Wave and Tidal
1018,Hammond Court Farm,Solar Power South,15.0,Solar
1019,Hampole Wind Farm,Good Energy (previously nPower Renewables),8.0,Wind
1020,Handley Park - resubmission,Haymaker Energy,5.0,Solar
1021,Harbour Road,Glennon Brothers Troon,2.6,Biomass
1022,Harburnhead Wind Farm,FIM Services / Enel Viento,51.7,Wind
1023,Hardingham Solar Farm,Solar Century/ Bluefield Solar,14.8,Solar
1024,Hardingham Solar Farm - extension,Solar Century/ Bluefield Solar,5.2,Solar
1025,Hare Hill,Scottish Power Renewables,13.2,Wind
1026,Hare Hill (B),Angus Cambell/ Powergen,2.7,Wind
1027,Hare Hill 2,Scottish Power Renewables,16.15,Wind
1028,Hare Hill RO,E.On,2.75,Wind
1029,Harestanes,Scottish Power Renewables,136.0,Wind
1030,Harewood Whin Landfill Site,Yorwaste /Biogas,2.4,Waste
1031,Harlock Hill Wind Farm,The Wind Company Limited,2.5,Wind
1032,Harn Hill Quarry Landfill Site,Biogas Technology Ltd and Avon CC,2.6,Waste
1033,Hartlepool,British Energy (now part of EDF),1180.0,Nuclear
1034,Hatch Penn Farm PV,Mr R Rob Such,1.0,Solar
1035,Hatchlands Farm,Orta Solar,5.2,Solar
1036,Haverigg 3,The Wind Company,3.4,Wind
1037,Haverigg Repowering (Haverigg II),Windprospect,1.2,Wind
1038,Haverton Hill Incinerator,Cleveland Waste Management Ltd,20.1,Waste
1039,Hawkers Farm,Greenfields (A),2.5,Solar
1040,Hawkers Farm (resubmission),Greenfields (A),9.5,Solar
1041,Hawksland Solar,Moser Baer,3.1,Solar
1042,Hawton Wind Farm,Temporis Capital,9.0,Wind
1043,Hayford Farm,WS Systems Ltd,8.9,Solar
1044,Hayford Farm - extension,Green Power,8.2,Solar
1045,Hayle Wave Hub (Test Site),Wave Hub,23.0,Wave and Tidal
1046,Hazard Farm,TGC Renewables,6.4,Solar
1047,Hazlehead,Banks Renewables,6.0,Wind
1048,Heathfield 'A' Landfill,Viridor,2.0,Waste
1049,Heathfield 'C' Landfill Scheme,Haul Waste Limited,2.2,Waste
1050,Heathrow Airport Biomass CHP,Heathrow Airport,1.8,Biomass
1051,Helland Meads - resubmission,Mr & Mrs Dennis,1.2,Solar
1052,Hellrigg,Npower Renewables,9.2,Wind
1053,Henbury Quarry,Lightsource Renewable Energy,3.684,Solar
1054,Hendai Farm,Conergy UK,13.4,Solar
1055,Hendre Fawr Farm,INRG Solar,11.6,Solar
1056,Henley Solar Farm,Greencoat/ Renesola,6.5,Solar
1057,Hewas Solar Farm,Lightsource Renewable Energy,5.0,Solar
1058,Heysham 1,British Energy (now part of EDF),1155.0,Nuclear
1059,Heysham 2,British Energy (now part of EDF),1230.0,Nuclear
1060,Heysham South Wind Farm,Banks Renewables,7.5,Wind
1061,High Dyke (Mill Farm),Island Green Power,5.0,Solar
1062,High Haswell Wind Farm,Hallam Land Management,4.06,Wind
1063,High Heavens Landfill,Renewable Power Systems,1.9,Waste
1064,High Hedley I,Border Wind,2.4,Wind
1065,High Hedley II,EDF Energy,5.2,Wind
1066,High Leas,European Energy Photovoltaics,6.5,Solar
1067,High Meadow Farm,Anesco,4.0,Solar
1068,High Penn Solar Park,Hive Energy,9.6,Solar
1069,High Pow,REG Windpower (previously Cornwall Light and Power),3.9,Wind
1070,High Sharpley,REG Windpower (previously Cornwall Light & Power),2.6,Wind
1071,High Volts RO,E.On,5.5,Wind
1072,Higher Bye,Anesco,6.79059,Solar
1073,Higher Hatherleigh Solar Farm,Hive Energy,3.5,Solar
1074,Higher Hatherleigh Solar Farm extension,Mr J Pertwee,1.5,Solar
1075,Higher Hill Farm (extension),British Solar Renewables,1.5,Solar
1076,Higher Hill Solar Park,Solar Power Generation,4.9864,Solar
1077,Higher Knapp Farm,Lightsource Renewable Energy,1.5,Solar
1078,Higher Pirzwell Solar Farm,Lightsource Renewable Energy,1.2,Solar
1079,Higher Tregarne Solar Farm,John Laing Environmental Assets (formerly sPower & Cambourne Capital),5.0,Solar
1080,Higher Trevartha Farm,Smarter Energy Solutions Ltd,3.0,Solar
1081,Highfields Farm (Braintree),Hive Energy,2.8,Solar
1082,Highfields Farm (Colchester),Hive Energy,12.2,Solar
1083,Highfields South Landfill Gas,Npower,1.0,Waste
1084,Highwood Lane,Solstice Renewables,5.0,Solar
1085,Hill End Farm,Lightsource Renewable Energy,2.8,Solar
1086,Hill Farm,NESF (formerly Earthworm),5.0,Solar
1087,Hill Farm Solar Park,Lightsource Renewable Energy (BNRG Renewables),10.2,Solar
1088,Hill Farm Solar Park (VoWH),Hill Farm Solar Park Limited,14.8,Solar
1089,Hill Hall Farm,Lightsource Renewable Energy,4.99896,Solar
1090,Hill and Moor Landfill Scheme,Severn Waste,3.4,Waste
1091,Hill of Auquhirie,Octopus Investements/Blue Energy (previously Auquhirie Land Company Ltd),6.9,Wind
1092,Hill of Balquhindachy extension,,1.7,Wind
1093,Hill of Easterton,Mackies Ltd. Agent: Colin G Anderson,2.5,Wind
1094,Hill of Easterton Extension,Mackies Ltd. Agent: Colin G Anderson,2.0,Wind
1095,Hill of Fiddes,Infinis  previously Broadview Energy,6.9,Wind
1096,Hill of Glaschyle Wind Farm,Muirden Energy,27.6,Wind
1097,Hill of Lybster,Fivestone Ltd (subsidiary of Abbey Produce),4.9,Wind
1098,Hill of Lybster (Extension),Renewable Energy Systems (RES),5.2,Wind
1099,Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,SAC Environment And Design,6.9,Wind
1100,Hill of Stroupster Windfarm,Greencoat UK Wind,29.9,Wind
1101,Hill of Tillymorgan (Kirkton Farm) Wind turbines (resubmission),LocoGen/ Green Cat Renewables,9.6,Wind
1102,Hill of Towie,Renewable Energy Systems (RES),48.3,Wind
1103,Hillhouse Farm,Cambridge Solar Power/ Vogt Solar,28.5,Solar
1104,Hillside Solar Farm,Lightsource Renewable Energy,25.2,Solar
1105,Hillsmoor Solar Farm,Mosscliff Environmental,1.2,Solar
1106,Himley Wood Landfill Site,Biogeneration / Biffa,4.4,Waste
1107,Hinkley Point B,British Energy (now part of EDF),955.0,Nuclear
1108,Hitchin,Biffa,1.5,Waste
1109,Hoback Farm,TGC Renewables,13.1,Solar
1110,Hogsbrook Farm - Farm AD,Greener for Life Energy,1.0,Biomass
1111,Holbrook Community Renewable Energy Centre,UYE (UK) / Veolia,6.5,Biomass
1112,Holiday Moss Gas to Energy II,Biffa,1.4,Waste
1113,Holiday Moss Landfill Gas Scheme,Biffa,2.9,Waste
1114,Hollamoor Farm (PV),Lightsource Renewable Energy,2.0,Solar
1115,Hollies,Spencer farm producer/National Wind Power,2.6,Wind
1116,Holly Farm Solar Park,British Solar Renewables,5.0,Solar
1117,Holmside,E.On,2.75,Wind
1118,Holton Airfield,Mr Steven Rademaker,11.0,Solar
1119,Holtwood Farm,Lightsource Renewable Energy,5.0,Solar
1120,Holwell Hill,Lightsource Renewable Energy,6.0,Solar
1121,Home Farm,Cenin Renewables,6.7,Solar
1122,Home Farm (Merton - solar),R S Assemblies Limited,18.3,Solar
1123,Homeland Solar Farm,Foresight,13.2,Solar
1124,Homestead,CEE,3.9536,Solar
1125,Homestead Farm,Anesco,10.7,Solar
1126,Honington Solar Farm,NextEnergy Solar Fund (NESF),13.6,Solar
1127,Hook Moor,Banks Renewables,10.3,Wind
1128,Hook Valley Solar Park,British Solar Renewables (formerly know as Solar Power Generation),15.3,Solar
1129,Hope Solar Farm,Hope Solar Park Ltd,7.3,Solar
1130,Hoplass Farm,Kronos Solar,10.0,Solar
1131,Hoprigshiels Community Wind Farm,Mr A Hobbett,6.9,Wind
1132,Hopton Road Industrial Estate,Hopton PV Ltd,1.3,Solar
1133,Horam,Vogt Solar,8.11512,Solar
1134,Horncliffe Quarry,Natural Power,1.0,Waste
1135,Horncliffe Quarry (Extension),Natural Power,1.0,Waste
1136,Horsacott Farm Solar Park,Hazel Capital (bought from Lumicity Limited in 2012),6.4,Solar
1137,Horton Landfill Site,Haul Waste Limited,2.0,Waste
1138,Houghton-le-Spring Landfill Site,Biffa,3.0,Waste
1139,House O'Hill,Green Cat Renewables,5.0,Wind
1140,Howdon STW,Northumbrian Water,6.0,Waste
1141,Howton,Low carbon Solar Partners,4.99968,Solar
1142,Hullavington Solar Park,Wessex Solar Energy,7.0,Solar
1143,Humber Gateway,E.ON  Humber Wind Ltd/ Balfour Beatty Investments and Equitix.,219.0,Wind
1144,Humphrey Group,Roy Humphrey Group,5.0,Wind
1145,Hunciecroft Farm,Solar century / Magnetar Solar,8.0,Solar
1146,Hungerford,Solstice Renewables,4.474,Solar
1147,Hunstrete (Wilmington Farm),Bath & West Community Energy Ltd,2.3,Solar
1148,Hunter's Hill,Wind Farm Developments  / RES UK & Ireland,20.0,Wind
1149,Hunters Race Solar Park,Aardvark Environment Matters,9.3,Solar
1150,Hunterston B,British Energy (now part of EDF),965.0,Nuclear
1151,Hunterston Test Centre,Scottish Enterprise/SSE,13.0,Wind
1152,Huntspill Level Solar Park,Wessex Solar Energy,5.5,Solar
1153,Hurcott Copse Solar Farm,Dillington Farms Ltd,10.0,Solar
1154,Hurst Farm,Bee Green Solar,5.0,Solar
1155,Hyde Farm,Conergy,10.8,Solar
1156,Hyndburn Wind Farm,Energiekontor UK,24.0,Wind
1157,Hywind Scotland Pilot Park (Hywind 2) Demonstrator,Statoil,30.0,Wind
1158,Iggesund Paperboard CHP Plant,Iggesund Paperboard (Workington),49.0,Biomass
1159,Ikea Distribution Centre - resubmission,IKEA Properties Investments Ltd,1.7,Solar
1160,Immingham,Waste Recycling Group,2.0,Waste
1161,Immingham Landfill Scheme,Winerton Power Ltd,1.0,Waste
1162,Imperial Park,BioConstruct,5.1,Biomass
1163,Indian Queens,ENGIE,140.0,Oil
1164,Inishative,Gaelectric Developments/ CGN Europe Energy,13.8,Wind
1165,Inner Dowsing,Green Investment Bank,97.0,Wind
1166,Inner Sound Phase 1A (MeyGen),Atlantis Resources,6.0,Wave and Tidal
1167,Innerhadden Burn Hydro,Innerhadden Hydro Ltd,1.4,Hydro
1168,Innerwick Hydro,Shawater,1.0,Hydro
1169,Inver Hydro,Inver Hydro LLP,2.0,Hydro
1170,Inverawe,Scottish and Southern: Hydro Schemes - Sloy/Awe,25.0,Hydro
1171,Inverfarigaig,Green Power,4.0,Hydro
1172,Invergarry,Scottish and Southern Energy (SSE),20.0,Hydro
1173,Invergordon Pellet Mill,Balcas,5.0,Biomass
1174,Inverlael,RWE npower,2.5,Hydro
1175,Invervar Hydro - resubmission,Green Highland Renewables (on behalf of North Chesthill Estate),1.2,Hydro
1176,Ipswich Hospital Energy Centre,Naturegen Energy Centre,2.6,Biomass
1177,Iwade Solar Farm,FH Dean Ltd,1.7,Solar
1178,Iwood Lane Solar Farm,Wessex Solar Energy,8.0,Solar
1179,Jacks Lane,Aviva,15.0,Wind
1180,Jacksbank Wind Farm (Glenbervie),East Coast Viners,6.8,Wind
1181,Jameson Road,SITA UK,4.3,Waste
1182,Jordanston Solar Farm,AEE Renewables,5.0,Solar
1183,Jubilee Farm  Barnby Moor,NESF (formerly Lark Energy),5.0,Solar
1184,Judkins Landfill Scheme,Waste Recycling Group,2.7,Waste
1185,Judkins Landfill Site Phase 3,Greenways,1.2,Waste
1186,K L Technologies Wind Turbine,KL Technology Limited,1.5,Wind
1187,KELLAS WIND FARM,Renewable Energy Ventures,18.4,Wind
1188,KERNICK MICA DAM - SOLAR FARM,Mr Mark Shorrock,12.0,Solar
1189,Kaimes Landfill Site,ARC / Waste Recycling Group,2.4,Waste
1190,Keadby,Scottish and Southern Energy (SSE),68.0,Wind
1191,Keadby GT,Scottish and Southern: Thermal,25.0,Gas
1192,Kelburn,Renewable Energy Systems (RES),28.0,Wind
1193,Kellygreen Farm,INRG Solar,4.0,Solar
1194,Kelmarsh Wind Farm (Resubmission),Blue Energy,12.5,Wind
1195,Keltneyburn Hydro,Keltneyburn Hydro Ltd  Carse Farm  Aberfeldy  Perthshire,2.0,Hydro
1196,Kenardington Place Farm,Kronos Solar,7.0,Solar
1197,Kencot Hill Solar Farm (revised application),Foresight Solar Fund Limited,37.0,Solar
1198,Kendoon,Scottish Power: Hydro schemes - Galloway,24.0,Hydro
1199,Kenninghall Solar Farm,Norfolk Renewables,7.99986,Solar
1200,Kentish Flats,Vattenfall,90.0,Wind
1201,Kentish Flats Extension,Vattenfall,49.5,Wind
1202,Kentishes Solar Farm,Push Energy/ NextEnergy Solar Fund,5.0,Solar
1203,Kernow Solar Farm,Cornwall Council Property Services,5.0,Solar
1204,Kerriers Solar Park,Kronos Solar,9.6,Solar
1205,Kerry Falls,Scottish and Southern: Small Hydros,1.25,Hydro
1206,Ketton Solar Farm,Lark Energy,9.04046,Solar
1207,Ketton Solar Phase 2,Lark Energy,3.0855,Solar
1208,Kia Ora Farm,Lightsource Renewable Energy,1.8,Solar
1209,Kibblesworth Landfill Site,SITA UK,2.3,Waste
1210,Kilbraur,Falck Renewables,67.5,Wind
1211,Kilbraur Windfarm,Renewable Development Company (RDC),47.5,Wind
1212,Kildrummy,Greencoat UK Wind/Bay Wa .r.e/ SunGift,18.4,Wind
1213,Killan Farm Solar Array Extens,Y Felin Ddwr Charitable Trust,1.0,Solar
1214,Killingholme,Uniper UK Limited,600.0,Gas
1215,Kilmelfort,Scottish and Southern Energy (SSE),2.08,Hydro
1216,Kilmorack,Scottish and Southern Energy (SSE),20.0,Hydro
1217,Kiln Pit Hill,Npower Renewables,14.0,Wind
1218,Kilroot,AES,520.0,Coal
1219,Kilroot OCGT,AES,142.0,Gas
1220,Kilsby Landfill Scheme,Hales Waste Control Ltd,1.0,Waste
1221,Kinegar Quarry (resubmission),Airvolution Energy,5.0,Wind
1222,King's Yard,Suez Energy Services,3.0,Biomass
1223,Kingairloch,Scottish and Southern Energy (SSE),3.5,Hydro
1224,Kingsburn,Falck Renewables,15.0,Wind
1225,Kingsland Barton Solar Farm (resubmission),Padero Solar,5.0,Solar
1226,Kingspan Insulation Solar Installation,Kingspan Insulation/ Eneco,5.0,Solar
1227,Kingston Farm,Shaun Moulton; BOA Property Ltd; and AEE Renewables UK (26) Lt,5.0,Solar
1228,Kinlochleven Hydro Power Station,Hydro Plan (on behalf of Alcan),19.5,Hydro
1229,Kinmel 1 CIC,Haymaker Energy,5.0,Solar
1230,Kinmel 2 CIC,Haymaker Energy,5.0,Solar
1231,Kirkby Moor,Npower Renewables,4.8,Wind
1232,Kirkheaton,Border Wind Farms Ltd /AMEC,1.8,Wind
1233,Kirkless Power,FCC Environment,2.1,Waste
1234,Kirkwall,Scottish and Southern: Island Generation,16.0,Oil
1235,Kirton Solar PV Farm,Ethical Power,3.2,Solar
1236,Knabs Ridge,RWE npower,16.0,Wind
1237,Knockcairn Road,Lightsource Renewable Energy,6.5,Solar
1238,Knockworthy Farm Solar Park,Hive Energy,4.6452,Solar
1239,Knolton Farmhouse Cheese Solar Farm,Pegasus Group,1.0,Solar
1240,Knottingley A,Envantage Renewables,5.0,Solar
1241,Knottingley B,Envantage Renewables,2.4,Solar
1242,Knowlton,Sunsave 20 (Knowlton) Ltd/ Vogt Solar,11.541,Solar
1243,L'Field Stewartby Landfill Site,Waste Recycling Group,10.7,Waste
1244,LITTLE TREVEASE SOLAR PARK,Mr David Jenkin,5.3,Solar
1245,Laceby Solar Farm,Conergy,27.1,Solar
1246,Lackford Estate Solar Park,Lackford Estate Solar Park Ltd,20.9,Solar
1247,Lackford Landfill Scheme,Gengas Ltd,1.2,Waste
1248,Lady Hole Farm,Solarig,3.0,Solar
1249,Lains Farm,INRG,5.0,Solar
1250,Lairg,Scottish and Southern Energy (SSE),4.0,Hydro
1251,Lairg Wind Farm,ABO Wind,7.5,Wind
1252,Lake Farm,AEE Renewables UK(3) Ltd,5.0,Solar
1253,Lakeside EfW,Grundon Waste / Viridor,37.0,Waste
1254,Lambrigg,Lambrigg Windfarm Ltd,6.5,Wind
1255,Lambs Hill,Banks Renewables,8.0,Wind
1256,Lamby Way Landfill Site,South Wales Power Ltd,4.0,Waste
1257,Lancaster University (wind),Lancaster University,2.0,Wind
1258,Land Adjacent Claypits Farm (a),Lightsource Renewable Energy,5.0,Solar
1259,Land Adjacent Claypits Farm (b) (Birch Estate),Lightsource SPV 186 (community owned),2.3,Solar
1260,Land Adjacent to Thomas Swan and Co Ltd.,Hallwick Energy,1.0,Biomass
1261,Land At  Actrees Farm,Actrees Solar Power/ Vogt Solar,5.0,Solar
1262,Land At Bake Farm,Murex Energy,5.0,Solar
